cultivo_nombre,anio,campania,provincia_nombre,provincia_id,departamento_nombre,departamento_id,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tm,rendimiento_kgxha,humedad_suelo,temperatura_cosecha,proteinas,aceite
soja,2021,2021/22,Entre RÃ­os,30,Federal,30035.0,30000,30000,62270,2076,10.75,26.1,41.83,22.3
soja,2021,2021/22,Entre RÃ­os,30,Feliciano,30042.0,14150,14150,29155,2060,33.57,19.5,42.63,18.88
soja,2021,2021/22,Entre RÃ­os,30,Gualeguay,30049.0,81000,80150,223300,2786,19.64,29.2,39.49,23.06
soja,2021,2021/22,Entre RÃ­os,30,GualeguaychÃº,30056.0,141000,139650,372985,2671,11.12,29.7,32.42,19.08
soja,2021,2021/22,Entre RÃ­os,30,La Paz,30070.0,101500,101500,212600,2095,37.53,15.4,37.78,22.8
soja,2021,2021/22,Entre RÃ­os,30,NogoyÃ¡,30077.0,100000,99100,224030,2261,14.19,22.9,42.62,18.97
soja,2021,2021/22,Entre RÃ­os,30,ParanÃ¡,30084.0,134500,134500,311950,2319,26.55,32.8,40.57,22.45
soja,2021,2021/22,Entre RÃ­os,30,San Salvador,30088.0,20500,20400,43380,2126,18.22,25.4,42.44,18.89
soja,2021,2021/22,Entre RÃ­os,30,Tala,30091.0,55500,54900,128250,2336,11.96,22.0,40.09,20.27
soja,2021,2021/22,Entre RÃ­os,30,Uruguay,30098.0,115000,114000,283080,2483,11.5,20.1,32.53,18.86
soja,2021,2021/22,Entre RÃ­os,30,Victoria,30105.0,71000,70500,181200,2570,13.47,19.9,43.62,19.62
soja,2021,2021/22,Entre RÃ­os,30,Villaguay,30113.0,107000,106100,244700,2306,12.14,17.0,43.02,23.91
soja,2021,2021/22,Formosa,34,Bermejo,34007.0,2540,1100,770,700,32.82,31.3,33.52,18.65
soja,2021,2021/22,Formosa,34,LaishÃ­,34021.0,3659,3045,4470,1468,24.57,16.7,33.35,20.44
soja,2021,2021/22,Formosa,34,PatiÃ±o,34035.0,6480,3950,9085,2300,20.29,20.8,38.47,22.06
soja,2021,2021/22,Formosa,34,PilagÃ¡s,34042.0,400,240,504,2100,22.55,15.9,41.08,18.57
soja,2021,2021/22,Formosa,34,Pilcomayo,34049.0,650,450,1013,2251,37.87,30.6,36.59,18.65
soja,2021,2021/22,Formosa,34,PiranÃ©,34056.0,6450,4950,12870,2600,37.32,15.8,33.64,18.86
soja,2021,2021/22,Jujuy,38,El Carmen,38014.0,1477,1477,3840,2600,31.47,21.2,38.13,21.87
soja,2021,2021/22,Jujuy,38,Dr. Manuel Belgrano,38021.0,288,288,749,2601,36.54,26.5,36.05,23.46
soja,2021,2021/22,Jujuy,38,Ledesma,38035.0,136,136,354,2603,19.59,23.2,36.22,22.96
soja,2021,2021/22,Jujuy,38,PalpalÃ¡,38042.0,144,144,374,2597,21.43,20.6,39.74,23.9
soja,2021,2021/22,Jujuy,38,San Antonio,38056.0,540,540,1404,2600,28.41,20.5,42.63,21.47
soja,2021,2021/22,Jujuy,38,San Pedro,38063.0,566,566,1472,2601,28.71,31.0,38.7,23.77
soja,2021,2021/22,Jujuy,38,Santa BÃ¡rbara,38070.0,6430,6430,14932,2322,24.45,34.5,40.25,19.83
soja,2021,2021/22,La Pampa,42,AtreucÃ³,42007.0,7400,7400,19050,2574,22.02,22.0,39.92,20.53
soja,2021,2021/22,La Pampa,42,Capital,42021.0,14600,14600,29610,2028,39.59,15.8,38.61,20.38
soja,2021,2021/22,La Pampa,42,CatrilÃ³,42028.0,27000,27000,79260,2936,34.63,15.7,35.73,18.28
soja,2021,2021/22,La Pampa,42,Conhelo,42035.0,34200,33100,82380,2489,23.05,30.2,36.53,22.98
soja,2021,2021/22,La Pampa,42,ChapaleufÃº,42056.0,91500,87800,321200,3658,31.82,26.0,35.79,18.15
soja,2021,2021/22,La Pampa,42,MaracÃ³,42105.0,58600,52800,168720,3195,18.09,30.7,43.01,22.38
soja,2021,2021/22,La Pampa,42,QuemÃº QuemÃº,42119.0,30400,29000,93100,3210,13.01,28.9,41.92,20.44
soja,2021,2021/22,La Pampa,42,Rancul,42126.0,61700,58700,162600,2770,20.57,33.2,38.95,18.04
soja,2021,2021/22,La Pampa,42,RealicÃ³,42133.0,44700,40500,129210,3190,22.09,32.7,42.95,19.74
soja,2021,2021/22,La Pampa,42,Toay,42140.0,4700,4700,10100,2149,10.5,30.8,42.64,20.08
soja,2021,2021/22,La Pampa,42,Trenel,42147.0,18400,17500,44940,2568,34.44,24.5,43.13,23.79
soja,2021,2021/22,La Pampa,42,UtracÃ¡n,42154.0,300,300,540,1800,20.78,21.2,34.66,21.97
soja,2021,2021/22,Misiones,54,CainguÃ¡s,54014.0,81,47,71,1511,27.41,25.1,40.61,21.26
soja,2021,2021/22,Misiones,54,General Manuel Belgrano,54049.0,250,145,218,1503,12.22,25.0,39.31,18.76
soja,2021,2021/22,Misiones,54,GuaranÃ­,54056.0,1140,630,945,1500,15.25,27.2,40.81,20.35
soja,2021,2021/22,Misiones,54,Leandro N. Alem,54070.0,30,25,38,1520,36.69,18.7,35.16,18.21
soja,2021,2021/22,Misiones,54,OberÃ¡,54091.0,40,30,45,1500,28.26,28.1,40.34,22.57
soja,2021,2021/22,Misiones,54,San Javier,54105.0,40,30,45,1500,38.51,24.1,36.92,18.98
soja,2021,2021/22,Misiones,54,San Pedro,54112.0,300,174,261,1500,39.96,27.4,42.01,21.57
soja,2021,2021/22,Misiones,54,25 de Mayo,54119.0,1620,960,1440,1500,21.16,19.8,41.54,22.2
soja,2021,2021/22,Salta,66,Anta,66007.0,171532,170328,298305,1751,18.96,23.7,34.54,20.2
soja,2021,2021/22,Salta,66,Capital,66028.0,1510,1510,2840,1881,35.75,19.2,34.21,21.8
soja,2021,2021/22,Salta,66,Cerrillos,66035.0,540,540,990,1833,39.96,32.5,40.61,22.59
soja,2021,2021/22,Salta,66,Chicoana,66042.0,220,220,396,1800,28.89,24.8,38.61,19.1
soja,2021,2021/22,Salta,66,General GÃ¼emes,66049.0,3350,3350,5960,1779,33.85,19.5,38.69,21.61
soja,2021,2021/22,Salta,66,General JosÃ© de San MartÃ­n,66056.0,52270,52270,79873,1528,33.45,15.8,41.03,22.4
soja,2021,2021/22,Salta,66,Guachipas,66063.0,25,25,40,1600,20.66,28.5,42.26,20.14
soja,2021,2021/22,Salta,66,La Caldera,66077.0,25,25,45,1800,27.23,19.3,34.87,18.97
soja,2021,2021/22,Salta,66,La Candelaria,66084.0,1310,1310,2110,1611,34.99,34.8,38.67,19.72
soja,2021,2021/22,Salta,66,La ViÃ±a,66098.0,120,120,184,1533,30.64,25.7,41.95,23.6
soja,2021,2021/22,Salta,66,MetÃ¡n,66112.0,38288,37965,67061,1766,10.63,20.8,42.47,20.14
soja,2021,2021/22,Salta,66,OrÃ¡n,66126.0,15296,15296,23075,1509,20.1,28.2,35.45,18.65
soja,2021,2021/22,Salta,66,Rivadavia,66133.0,9500,9500,16150,1700,14.33,20.5,33.25,18.5
soja,2021,2021/22,Salta,66,Rosario de la Frontera,66140.0,23294,23125,40327,1744,16.99,31.4,34.79,19.08
soja,2021,2021/22,Salta,66,Rosario de Lerma,66147.0,363,363,678,1868,37.16,21.2,43.35,18.77
soja,2021,2021/22,San Luis,74,Ayacucho,74007.0,5500,5500,18900,3436,11.11,34.8,37.55,20.97
soja,2021,2021/22,San Luis,74,Coronel Pringles,74021.0,50000,50000,119500,2390,16.59,27.1,37.02,20.09
soja,2021,2021/22,San Luis,74,Chacabuco,74028.0,24000,24000,43200,1800,19.29,31.9,32.16,23.05
soja,2021,2021/22,San Luis,74,General Pedernera,74035.0,91000,91000,199400,2191,28.51,16.5,32.61,23.29
soja,2021,2021/22,San Luis,74,Gobernador Dupuy,74042.0,21800,21800,47320,2171,26.02,22.0,40.02,20.84
soja,2021,2021/22,San Luis,74,JunÃ­n,74049.0,4700,4700,9630,2049,16.55,29.7,39.08,23.33
soja,2021,2021/22,San Luis,74,Juan MartÃ­n de PueyrredÃ³n,74056.0,18500,18500,42550,2300,14.93,28.1,38.91,20.7
soja,2021,2021/22,San Luis,74,Libertador General San MartÃ­n,74063.0,2700,2700,6750,2500,17.1,18.9,33.32,21.85
soja,2021,2021/22,Santa Fe,82,Belgrano,82007.0,159384,159384,533706,3349,25.08,22.1,36.22,18.98
soja,2021,2021/22,Santa Fe,82,Caseros,82014.0,198200,198200,474120,2392,18.14,20.3,41.75,18.32
soja,2021,2021/22,Santa Fe,82,Castellanos,82021.0,283584,283384,976872,3447,38.43,27.3,34.1,18.96
soja,2021,2021/22,Santa Fe,82,Villa ConstituciÃ³n,82028.0,186500,183500,371330,2024,23.92,21.9,42.59,19.51
soja,2021,2021/22,Santa Fe,82,Garay,82035.0,3600,3600,9360,2600,11.76,21.2,33.46,22.51
soja,2021,2021/22,Santa Fe,82,General LÃ³pez,82042.0,520000,520000,1813500,3488,31.88,19.1,34.03,19.04
soja,2021,2021/22,Santa Fe,82,General Obligado,82049.0,71000,62600,89060,1423,19.87,23.2,37.73,18.78
soja,2021,2021/22,Santa Fe,82,Iriondo,82056.0,190441,190441,600598,3154,29.6,18.9,43.34,23.57
soja,2021,2021/22,Santa Fe,82,La Capital,82063.0,33100,33100,83650,2527,18.39,34.3,35.95,22.13
soja,2021,2021/22,Santa Fe,82,Las Colonias,82070.0,193960,193960,635877,3278,27.12,18.1,39.9,20.84
soja,2021,2021/22,Santa Fe,82,9 de Julio,82077.0,135500,135500,311950,2302,33.16,33.3,39.06,18.57
soja,2021,2021/22,Santa Fe,82,Rosario,82084.0,73300,69300,122560,1769,37.84,23.6,33.8,23.11
soja,2021,2021/22,Santa Fe,82,San CristÃ³bal,82091.0,140291,140291,397720,2835,17.83,22.6,34.98,18.65
soja,2021,2021/22,Santa Fe,82,San Javier,82098.0,10000,9000,15930,1770,20.05,19.6,43.16,21.67
soja,2021,2021/22,Santa Fe,82,San JerÃ³nimo,82105.0,159959,159959,449719,2811,23.93,27.7,34.22,22.01
soja,2021,2021/22,Santa Fe,82,San Justo,82112.0,108785,108785,282841,2600,37.82,28.7,40.34,20.4
soja,2021,2021/22,Santa Fe,82,San Lorenzo,82119.0,109400,106900,216120,2022,37.04,24.4,43.58,23.47
soja,2021,2021/22,Santa Fe,82,San MartÃ­n,82126.0,271647,271647,836607,3080,12.7,16.1,33.43,18.3
soja,2021,2021/22,Santa Fe,82,Vera,82133.0,29000,29000,50800,1752,13.96,33.4,36.79,22.91
soja,2021,2021/22,Santiago del Estero,86,Aguirre,86007.0,30500,30500,85400,2800,24.87,34.6,34.69,21.32
soja,2021,2021/22,Santiago del Estero,86,Alberdi,86014.0,121355,121355,397956,3279,13.2,23.6,34.66,21.67
soja,2021,2021/22,Santiago del Estero,86,Avellaneda,86028.0,3600,3600,10440,2900,20.37,27.3,33.43,23.92
soja,2021,2021/22,Santiago del Estero,86,Banda,86035.0,4500,4500,11250,2500,14.45,24.0,39.79,21.5
soja,2021,2021/22,Santiago del Estero,86,Belgrano,86042.0,114075,114075,365040,3200,29.08,21.4,40.96,22.78
soja,2021,2021/22,Santiago del Estero,86,Capital,86049.0,4500,4500,11250,2500,38.48,16.5,40.12,18.92
soja,2021,2021/22,Santiago del Estero,86,Copo,86056.0,10200,10200,30530,2993,39.9,24.1,43.1,22.86
soja,2021,2021/22,Santiago del Estero,86,Choya,86063.0,6500,6500,16250,2500,21.26,31.4,33.75,22.57
soja,2021,2021/22,Santiago del Estero,86,Figueroa,86070.0,3500,3500,8750,2500,27.97,15.3,35.84,23.81
soja,2021,2021/22,Santiago del Estero,86,General Taboada,86077.0,197300,197300,631360,3200,35.69,26.6,36.13,23.61
soja,2021,2021/22,Santiago del Estero,86,GuasayÃ¡n,86084.0,7500,7500,18750,2500,13.52,32.6,34.78,19.28
soja,2021,2021/22,Santiago del Estero,86,JimÃ©nez,86091.0,87000,87000,217500,2500,30.69,19.4,33.71,20.79
soja,2021,2021/22,Santiago del Estero,86,Juan F. Ibarra,86098.0,73900,73900,240990,3261,22.27,18.7,37.84,23.47
soja,2021,2021/22,Santiago del Estero,86,Loreto,86105.0,2500,2500,6250,2500,16.18,30.4,42.01,21.84
soja,2021,2021/22,Santiago del Estero,86,Mitre,86112.0,12000,12000,30000,2500,22.08,20.1,43.45,20.78
soja,2021,2021/22,Santiago del Estero,86,Moreno,86119.0,290600,290600,976160,3359,12.28,18.8,33.55,18.65
soja,2021,2021/22,Santiago del Estero,86,Pellegrini,86133.0,61500,61500,153750,2500,30.86,22.6,41.88,20.11
soja,2021,2021/22,Santiago del Estero,86,RÃ­o Hondo,86147.0,15500,15500,38750,2500,17.58,22.9,41.89,21.99
soja,2021,2021/22,Santiago del Estero,86,Rivadavia,86154.0,16290,16290,52119,3199,19.34,32.5,36.67,22.66
soja,2021,2021/22,Santiago del Estero,86,Robles,86161.0,4500,4500,11250,2500,13.63,27.4,33.32,20.68
soja,2021,2021/22,Santiago del Estero,86,San MartÃ­n,86175.0,6000,6000,15000,2500,35.94,23.1,43.88,18.34
soja,2021,2021/22,Santiago del Estero,86,Sarmiento,86182.0,800,800,2240,2800,24.8,25.7,39.87,21.8
soja,2021,2021/22,Santiago del Estero,86,SilÃ­pica,86189.0,4000,4000,10000,2500,27.16,34.1,43.79,23.53
soja,2021,2021/22,TucumÃ¡n,90,BurruyacÃº,90007.0,60000,58950,106110,1800,27.08,17.3,37.8,20.98
soja,2021,2021/22,TucumÃ¡n,90,Cruz Alta,90014.0,24000,23210,44099,1900,22.31,19.2,36.74,23.57
soja,2021,2021/22,TucumÃ¡n,90,Chicligasta,90021.0,450,450,1035,2300,15.78,34.3,34.97,20.12
soja,2021,2021/22,TucumÃ¡n,90,FamaillÃ¡,90028.0,400,400,920,2300,32.35,34.1,43.8,23.32
soja,2021,2021/22,TucumÃ¡n,90,Graneros,90035.0,16500,15720,26724,1700,13.81,18.5,35.04,22.72
soja,2021,2021/22,TucumÃ¡n,90,Juan Bautista Alberdi,90042.0,12100,11510,22337,1941,13.12,17.9,32.29,23.77
soja,2021,2021/22,TucumÃ¡n,90,La Cocha,90049.0,19700,18680,34446,1844,31.3,23.4,38.15,22.75
soja,2021,2021/22,TucumÃ¡n,90,Leales,90056.0,16000,15410,27738,1800,16.27,16.0,36.52,19.93
soja,2021,2021/22,TucumÃ¡n,90,Lules,90063.0,600,600,1440,2400,19.2,28.1,35.14,23.4
soja,2021,2021/22,TucumÃ¡n,90,Monteros,90070.0,400,400,920,2300,24.26,16.5,39.62,22.02
soja,2021,2021/22,TucumÃ¡n,90,RÃ­o Chico,90077.0,300,300,660,2200,23.48,16.2,36.37,18.97
soja,2021,2021/22,TucumÃ¡n,90,Capital,90084.0,50,50,110,2200,31.26,24.7,36.83,18.28
soja,2021,2021/22,TucumÃ¡n,90,Simoca,90091.0,2500,2480,4960,2000,28.7,34.2,32.28,20.2
soja,2021,2021/22,TucumÃ¡n,90,TafÃ­ Viejo,90105.0,180,180,360,2000,29.33,23.5,39.07,22.72
soja,2021,2021/22,TucumÃ¡n,90,Yerba Buena,90119.0,50,50,110,2200,31.42,22.1,33.46,21.71
soja,2022,2022/23,Buenos Aires,6,Adolfo Alsina,6007.0,64000,64000,157200,2456,18.78,35.0,34.57,21.16
soja,2022,2022/23,Buenos Aires,6,Adolfo Gonzales Chaves,6014.0,67436,67436,168590,2500,19.67,25.6,40.61,18.02
soja,2022,2022/23,Buenos Aires,6,Alberti,6021.0,60000,35900,45409,1265,23.14,22.5,35.76,20.61
soja,2022,2022/23,Buenos Aires,6,Ayacucho,6042.0,19800,19800,27900,1409,19.22,22.7,33.96,18.95
soja,2022,2022/23,Buenos Aires,6,Azul,6049.0,112480,112480,248464,2209,39.55,18.9,38.93,20.73
soja,2022,2022/23,Buenos Aires,6,Balcarce,6063.0,58470,58470,144153,2465,34.42,25.2,34.58,23.95
soja,2022,2022/23,Buenos Aires,6,Baradero,6070.0,50334,34534,51486,1491,14.94,23.8,35.25,23.28
soja,2022,2022/23,Buenos Aires,6,Arrecifes,6077.0,76187,44987,78125,1737,10.17,20.4,39.46,19.86
soja,2022,2022/23,Buenos Aires,6,Benito JuÃ¡rez,6084.0,52310,52310,106514,2036,11.28,18.2,40.88,21.56
soja,2022,2022/23,Buenos Aires,6,BolÃ­var,6105.0,83000,83000,176590,2128,17.32,21.2,40.88,21.01
soja,2022,2022/23,Buenos Aires,6,Bragado,6112.0,114000,98300,136824,1392,13.43,25.2,37.79,18.78
soja,2022,2022/23,Buenos Aires,6,Brandsen,6119.0,480,80,128,1600,26.0,16.2,37.45,23.94
soja,2022,2022/23,Buenos Aires,6,Campana,6126.0,5400,4500,7375,1639,35.74,18.1,41.45,20.55
soja,2022,2022/23,Buenos Aires,6,CaÃ±uelas,6134.0,3900,1900,2750,1447,32.1,34.0,34.32,21.03
soja,2022,2022/23,Buenos Aires,6,CapitÃ¡n Sarmiento,6140.0,25694,18444,30063,1630,16.47,25.9,33.83,21.89
soja,2022,2022/23,Buenos Aires,6,Carlos Casares,6147.0,78100,55600,110180,1982,21.98,16.3,39.98,19.15
soja,2022,2022/23,Buenos Aires,6,Carlos Tejedor,6154.0,66200,48900,87220,1784,25.24,28.9,36.91,19.33
soja,2022,2022/23,Buenos Aires,6,Carmen de Areco,6161.0,43000,40300,49740,1234,34.31,16.2,40.52,19.16
soja,2022,2022/23,Buenos Aires,6,Castelli,6168.0,6700,6700,9800,1463,35.17,29.8,35.08,20.31
soja,2022,2022/23,Buenos Aires,6,ColÃ³n,6175.0,56141,43641,84196,1929,37.29,30.0,35.9,19.2
soja,2022,2022/23,Buenos Aires,6,Coronel Dorrego,6189.0,24091,24091,53000,2200,25.28,28.0,42.76,23.56
soja,2022,2022/23,Buenos Aires,6,Coronel Pringles,6196.0,21343,21343,41267,1934,30.83,29.6,37.06,22.29
soja,2022,2022/23,Buenos Aires,6,Coronel SuÃ¡rez,6203.0,100000,99500,233350,2345,13.35,16.8,39.09,23.39
soja,2022,2022/23,Buenos Aires,6,Chacabuco,6210.0,106000,100000,159200,1592,26.96,29.5,33.28,23.09
soja,2022,2022/23,Buenos Aires,6,ChascomÃºs,6217.0,26000,20500,29200,1424,17.46,17.7,34.15,22.22
soja,2022,2022/23,Buenos Aires,6,Chivilcoy,6224.0,109000,63000,99476,1579,22.95,21.8,32.43,19.46
soja,2022,2022/23,Buenos Aires,6,Daireaux,6231.0,87000,87000,176800,2032,29.02,33.9,37.09,21.69
soja,2022,2022/23,Buenos Aires,6,Dolores,6238.0,900,900,1800,2000,17.71,25.1,43.87,19.12
soja,2022,2022/23,Buenos Aires,6,ExaltaciÃ³n de la Cruz,6266.0,16800,12300,21090,1715,11.57,34.3,42.49,18.79
soja,2022,2022/23,Buenos Aires,6,Florentino Ameghino,6277.0,46000,41780,67396,1613,10.31,16.8,39.59,21.8
soja,2022,2022/23,Buenos Aires,6,General Alvarado,6280.0,41109,41109,109665,2668,10.66,24.6,42.33,21.75
soja,2022,2022/23,Buenos Aires,6,General Alvear,6287.0,18000,18000,37680,2093,10.25,16.2,39.13,18.94
soja,2022,2022/23,Buenos Aires,6,General Arenales,6294.0,80000,74000,107200,1449,13.31,27.6,36.43,20.11
soja,2022,2022/23,Buenos Aires,6,General Belgrano,6301.0,26811,26244,41175,1569,17.18,16.6,34.08,18.4
soja,2022,2022/23,Buenos Aires,6,General Guido,6308.0,2200,2200,3200,1455,16.64,18.5,39.84,22.29
soja,2022,2022/23,Buenos Aires,6,General Juan Madariaga,6315.0,10600,10600,28340,2674,39.6,20.2,34.32,23.92
soja,2022,2022/23,Buenos Aires,6,General La Madrid,6322.0,40000,39000,80000,2051,19.18,30.0,37.01,22.44
soja,2022,2022/23,Buenos Aires,6,General Las Heras,6329.0,5200,1200,1800,1500,13.82,18.3,41.91,23.06
soja,2022,2022/23,Buenos Aires,6,General Paz,6343.0,5450,3950,5420,1372,26.37,31.9,33.55,20.86
soja,2022,2022/23,Buenos Aires,6,General Pinto,6351.0,81000,73740,139654,1894,35.74,17.6,33.55,18.57
soja,2022,2022/23,Buenos Aires,6,General PueyrredÃ³n,6357.0,18319,18319,52504,2866,30.34,15.7,34.69,22.36
soja,2022,2022/23,Buenos Aires,6,General RodrÃ­guez,6364.0,5800,2850,4380,1537,18.88,22.9,38.62,19.54
soja,2022,2022/23,Buenos Aires,6,General Viamonte,6385.0,84000,78790,140002,1777,26.85,34.6,35.02,20.33
soja,2022,2022/23,Buenos Aires,6,General Villegas,6392.0,269000,255030,521411,2045,31.45,17.2,38.04,22.22
soja,2022,2022/23,Buenos Aires,6,GuaminÃ­,6399.0,56000,56000,140400,2507,31.84,17.0,35.62,23.43
soja,2022,2022/23,Buenos Aires,6,HipÃ³lito Yrigoyen,6406.0,63000,63000,125760,1996,30.0,30.0,38.07,20.92
soja,2022,2022/23,Buenos Aires,6,JunÃ­n,6413.0,98000,92000,143200,1557,36.12,21.2,35.33,23.77
soja,2022,2022/23,Buenos Aires,6,La Plata,6441.0,520,280,430,1536,36.1,29.3,43.76,21.12
soja,2022,2022/23,Buenos Aires,6,Laprida,6448.0,9972,9972,19944,2000,27.37,19.0,37.91,18.74
soja,2022,2022/23,Buenos Aires,6,Las Flores,6455.0,20279,19892,29548,1485,22.9,24.2,40.92,21.11
soja,2022,2022/23,Buenos Aires,6,Leandro N. Alem,6462.0,63000,58620,89432,1526,29.25,20.3,40.41,23.16
soja,2022,2022/23,Buenos Aires,6,Lincoln,6469.0,155000,143330,245934,1716,34.55,24.0,37.89,21.23
soja,2022,2022/23,Buenos Aires,6,LoberÃ­a,6476.0,99957,99957,234550,2347,10.17,30.4,34.87,22.49
soja,2022,2022/23,Buenos Aires,6,Lobos,6483.0,28150,27653,47129,1704,39.76,30.2,38.13,21.29
soja,2022,2022/23,Buenos Aires,6,LujÃ¡n,6497.0,14700,8500,12880,1515,15.49,25.3,40.17,21.28
soja,2022,2022/23,Buenos Aires,6,Magdalena,6505.0,3070,820,1312,1600,24.11,33.6,37.52,19.71
soja,2022,2022/23,Buenos Aires,6,MaipÃº,6511.0,7600,7600,16520,2174,36.16,20.3,32.98,19.21
soja,2022,2022/23,Buenos Aires,6,Mar Chiquita,6518.0,11900,11900,28860,2425,16.75,19.8,32.22,19.67
soja,2022,2022/23,Buenos Aires,6,Marcos Paz,6525.0,7580,2080,2788,1340,24.3,27.3,35.93,20.65
soja,2022,2022/23,Buenos Aires,6,Mercedes,6532.0,23600,2000,1966,983,13.98,27.4,33.8,22.86
soja,2022,2022/23,Buenos Aires,6,Monte,6547.0,32524,32127,63073,1963,21.85,15.9,42.87,22.97
soja,2022,2022/23,Buenos Aires,6,Navarro,6574.0,27754,27407,52569,1918,15.31,27.2,34.11,18.98
soja,2022,2022/23,Buenos Aires,6,Necochea,6581.0,103221,103221,231453,2242,20.91,22.5,36.73,21.32
soja,2022,2022/23,Buenos Aires,6,9 de Julio,6588.0,172000,162000,222014,1370,21.2,29.9,40.54,20.5
soja,2022,2022/23,Buenos Aires,6,OlavarrÃ­a,6595.0,48000,48000,93080,1939,39.8,31.2,41.79,21.43
soja,2022,2022/23,Buenos Aires,6,PehuajÃ³,6609.0,110602,75102,141715,1887,39.84,26.0,37.73,21.89
soja,2022,2022/23,Buenos Aires,6,Pellegrini,6616.0,37000,37000,101800,2751,13.44,15.0,34.17,19.68
soja,2022,2022/23,Buenos Aires,6,Pergamino,6623.0,163102,131202,243636,1857,31.78,27.7,35.25,23.52
soja,2022,2022/23,Buenos Aires,6,Pila,6630.0,11100,11100,15600,1405,11.55,30.0,37.03,23.61
soja,2022,2022/23,Buenos Aires,6,Pilar,6638.0,1580,580,880,1517,10.91,20.0,36.38,18.63
soja,2022,2022/23,Buenos Aires,6,PuÃ¡n,6651.0,1000,800,1440,1800,13.16,24.3,36.18,22.22
soja,2022,2022/23,Buenos Aires,6,Punta Indio,6655.0,490,180,288,1600,38.96,34.3,33.58,18.2
soja,2022,2022/23,Buenos Aires,6,Ramallo,6665.0,50110,36860,58074,1576,38.23,21.0,42.96,18.28
soja,2022,2022/23,Buenos Aires,6,Rauch,6672.0,7050,7050,10750,1525,15.82,19.5,32.36,23.75
soja,2022,2022/23,Buenos Aires,6,Rivadavia,6679.0,138048,96448,215510,2234,14.85,19.2,37.28,22.17
soja,2022,2022/23,Buenos Aires,6,Rojas,6686.0,102000,96000,151200,1575,17.22,26.2,43.76,19.95
soja,2022,2022/23,Buenos Aires,6,Roque PÃ©rez,6693.0,33876,33429,63008,1885,25.47,34.0,39.92,22.02
soja,2022,2022/23,Buenos Aires,6,Saavedra,6700.0,12000,11800,20040,1698,27.09,27.2,36.26,23.08
soja,2022,2022/23,Buenos Aires,6,Saladillo,6707.0,75476,74156,115310,1555,16.65,21.1,33.75,23.23
soja,2022,2022/23,Buenos Aires,6,Salto,6714.0,110324,84624,186812,2208,32.7,27.8,43.57,18.12
soja,2022,2022/23,Buenos Aires,6,SalliquelÃ³,6721.0,26000,26000,68800,2646,19.29,27.5,32.17,22.91
soja,2022,2022/23,Buenos Aires,6,San AndrÃ©s de Giles,6728.0,49000,45100,63680,1412,37.66,26.9,40.18,23.12
soja,2022,2022/23,Buenos Aires,6,San Antonio de Areco,6735.0,41505,24105,32639,1354,29.7,18.2,42.56,21.57
soja,2022,2022/23,Buenos Aires,6,San Cayetano,6742.0,50913,50913,125753,2470,23.09,27.7,32.3,20.88
soja,2022,2022/23,Buenos Aires,6,San NicolÃ¡s,6763.0,28628,20928,30706,1467,33.7,23.6,40.7,18.67
soja,2022,2022/23,Buenos Aires,6,San Pedro,6770.0,42689,27784,45166,1626,34.54,15.4,43.99,19.44
soja,2022,2022/23,Buenos Aires,6,San Vicente,6778.0,610,240,384,1600,18.71,25.8,39.68,20.94
soja,2022,2022/23,Buenos Aires,6,Suipacha,6784.0,25500,5500,4950,900,20.19,34.8,36.98,23.19
soja,2022,2022/23,Buenos Aires,6,Tandil,6791.0,121590,121590,277054,2279,38.08,22.0,42.49,22.82
soja,2022,2022/23,Buenos Aires,6,TapalquÃ©,6798.0,3200,3200,7530,2353,14.94,34.3,38.65,20.98
soja,2022,2022/23,Buenos Aires,6,Tordillo,6812.0,850,850,1700,2000,11.26,16.9,40.99,22.71
soja,2022,2022/23,Buenos Aires,6,Tornquist,6819.0,2000,1800,3240,1800,23.62,29.6,39.05,22.59
soja,2022,2022/23,Buenos Aires,6,Trenque Lauquen,6826.0,147087,118587,272522,2298,34.04,17.3,32.46,21.47
soja,2022,2022/23,Buenos Aires,6,Tres Arroyos,6833.0,83704,83704,209260,2500,33.15,20.5,34.56,19.32
soja,2022,2022/23,Buenos Aires,6,Tres Lomas,6847.0,27000,27000,75000,2778,37.59,26.4,32.95,20.09
soja,2022,2022/23,Buenos Aires,6,25 de Mayo,6854.0,161394,158413,245397,1549,26.0,26.9,33.28,18.98
soja,2022,2022/23,Buenos Aires,6,ZÃ¡rate,6882.0,18100,12050,20525,1703,13.0,30.5,32.18,18.04
soja,2022,2022/23,Catamarca,10,CapayÃ¡n,10042.0,100,0,0,0,27.66,27.3,37.05,18.48
soja,2022,2022/23,Catamarca,10,El Alto,10056.0,1800,1490,1937,1300,33.35,26.9,34.14,22.56
soja,2022,2022/23,Catamarca,10,Santa Rosa,10098.0,40600,39860,62011,1556,12.8,33.2,42.27,18.2
soja,2022,2022/23,CÃ³rdoba,14,Calamuchita,14007.0,40950,40950,44685,1091,15.18,24.0,41.0,20.4
soja,2022,2022/23,CÃ³rdoba,14,Capital,14014.0,8500,7600,9076,1194,10.37,19.5,38.88,23.91
soja,2022,2022/23,CÃ³rdoba,14,ColÃ³n,14021.0,65652,60202,109344,1816,27.81,18.2,37.87,22.77
